id,listing_url,name,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,host_identity_verified,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_updated,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
35799525,https://www.airbnb.com/rooms/35799525,Stunning One Bedroom- Marriott Kauai Beach Club,"There are plenty of onsite activities, but be sure to reserve a day or two exploring the rest of the island. Horseback-ride next to towering waterfalls, hike to the floor of Waimea Canyon, or take a boating adventure around the jaw-dropping Na Pali Coast. Discover why visitors keep coming back for more. Visit our concierge desk for more information.",https://a0.muscache.com/pictures/miso/Hosting-35799525/original/1e85a644-d4ec-404a-b3dc-d3fce07e893c.png,140404508,https://www.airbnb.com/users/show/140404508,Concierge,2017-07-14,,,within a few hours,93%,49%,t,463.0,"['email', 'phone']",t,$742.00,7,21,7,7,21,21,7.0,21.0,t,10,34,64,145,,1,0,0,2022-07-15,2022-07-15,4.0,4.0,4.0,4.0,4.0,4.0,4.0,f,86,73,13,0
37254340,https://www.airbnb.com/rooms/37254340,Breezy Oceanfront Walkout Pono Kai  Condo for 4,"Kapaa is an old plantation town, with quaint wooden buildings that go back to the days of sugar cane and pineapple. There are plenty of restaurants and some really stupendous food trucks nearby. It is a busy little place, but when you walk back to the Pono Kai, you'll be on the beach, with lush greenery and tropical flowers all around you, and all will be peaceful. The grounds of Pono Kai include lovely tropical landscaping, a koi pond, and lawn games like horse shoes and a putting green.",https://a0.muscache.com/pictures/41ee4110-161c-4050-8f06-61676757e9d9.jpg,9375350,https://www.airbnb.com/users/show/9375350,Deb,2013-10-11,"Kapaa, HI","I taught biology at a university in Eau Claire, WI, until my recent retirement to Hawaii, on the island of Kauai. I travel a lot, but mostly to Ecuador, Portugal, and Cambodia. I usually travel with my husband, Dan, and sometimes with one or more of my adult children. We are pretty relaxed and low maintenance. In retirement, I am enjoying working on my fixer-upper house, with a fixer-upper massively overgrown tropical yard. Any income generated at our beach condo will probably be instantly converted into heliconias, gingers, and orchids. Lots and lots of orchids!",within an hour,100%,100%,t,2.0,['phone'],t,$254.00,3,180,3,3,180,180,3.0,180.0,t,4,8,14,117,,191,34,3,2019-10-09,2025-02-19,4.92,4.94,4.93,4.93,4.98,4.95,4.88,f,2,2,0,0
37913113,https://www.airbnb.com/rooms/37913113,Maui Resort Rentals: Honua Kai Konea 320,"Honua Kai occupies 38 pristine beachfront acres on the shores of Kaanapali’s North Beach so you’ll literally be just steps away from the tranquility of Maui’s shoreline. Stroll out to the beach to touch your toes in the soft sand or take a refreshing dip in the Pacific. An “Ohana Play Package” including beach chairs, BBQ equipment, and a portable cooler is provided complimentary.",https://a0.muscache.com/pictures/prohost-api/Hosting-37913113/original/4e7b1607-e465-498e-888c-d216bed96850.jpeg,39073224,https://www.airbnb.com/users/show/39073224,Matthew William,2015-07-20,"Hawaii, United States","Maui Resort Rentals provides upscale vacation experiences at a curated collection of resort residences.

Our Kaanapali and Wailea offices are just minutes from Maui's beachfront resorts.

Our Ritz-Carlton and Marriott trained staff are here to serve. Your guest experience is our highest priority. 

As an added benefit, our courtesy shuttle offers free guest transportation to a number of West Maui locations.",within an hour,100%,99%,t,596.0,"['email', 'phone']",t,$432.00,2,180,1,10,180,180,5.5,180.0,t,6,23,44,286,,3,0,0,2021-06-28,2022-05-13,4.0,5.0,3.67,4.33,4.67,4.67,4.67,t,548,540,8,0
39060363,https://www.airbnb.com/rooms/39060363,Amazing Island Style Farm 2bdrm,,https://a0.muscache.com/pictures/ac234b04-5e02-4615-aadc-10d6de286dc5.jpg,94682212,https://www.airbnb.com/users/show/94682212,Rev. Les,2016-09-11,"Hawi, HI",,within an hour,100%,97%,f,11.0,"['email', 'phone']",t,$98.00,4,90,4,4,1125,1125,4.0,1125.0,t,5,28,58,289,,84,10,0,2019-11-17,2025-01-20,4.56,4.71,4.45,4.83,4.6,4.69,4.77,f,10,8,2,0
39633866,https://www.airbnb.com/rooms/39633866,"Ka'anapali Beach Club ""Ocean View""",,https://a0.muscache.com/pictures/09ba532f-4f89-4b43-b31b-b34b1078a23c.jpg,35873058,https://www.airbnb.com/users/show/35873058,Gordon,2015-06-15,"Houston, TX",,within an hour,97%,65%,t,60.0,"['email', 'phone']",t,$335.00,7,1125,7,7,1125,1125,7.0,1125.0,t,0,0,0,26,,30,2,0,2020-02-08,2024-07-14,4.77,4.77,4.8,4.87,4.77,4.93,4.67,f,46,43,3,0
40313198,https://www.airbnb.com/rooms/40313198,Luxurious Maui Getaway w/ Panoramic Ocean Views!,"ISLAND ATTRACTIONS: Iao Valley State Park (9.2 miles), Jula Botanical Gardens (24.6 miles), Twin Falls Maui Waterfall (25.0 miles), Nakalele Blowhole (31.9 miles), Garden of Eden Arboretum (33.5 miles) <br />MAALAEA HARBOR: Aqua Adventures (0.2 miles), Maui Ocean Center (0.2 miles), Maui Golf & Sports Park (0.3 miles), Paragon Sailing Charters (0.5 miles), Maui Snorkeling (0.5 miles) <br />BEACHES: Coast Guard Beach (0.5 miles), Kanaha Beach Park (9.4 miles), Baldwin Beach Park (12.8 miles), Lower Paia Park (13.2 miles), Wailea Beach (13.5 miles), Ho'okipa Beach Park (15.5 miles), Makena Beach (17.1 miles), Kaanapali Beach (18.2 miles), Napili Beach (23.7 miles) <br />GOLF: The Dunes at Maui Lani Golf Course (6.0 miles), Blue Course at Wailea Golf Club (12.8 miles), Ka'anapali Golf Courses (18.5 miles), Kapalua Golf (25.7 miles) <br />DINE & DRINK: Beach Bums BBQ & Grill (0.3 miles), Maui Brick Oven (7.3 miles), Coconut's Fish Cafe (7.4 miles), Paia Fish Market SouthSide (8.6 miles), K",https://a0.muscache.com/pictures/prohost-api/Hosting-40313198/original/54aed08c-6971-486c-aec5-5e2a7bcc9665.jpeg,151398424,https://www.airbnb.com/users/show/151398424,Evolve,2017-09-20,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",within an hour,100%,99%,f,612.0,"['email', 'phone']",t,$363.00,2,1125,2,7,1125,1125,2.5,1125.0,t,15,41,64,310,,103,18,0,2019-12-04,2024-12-31,4.56,4.56,4.44,4.86,4.65,4.78,4.28,t,214,214,0,0
40790289,https://www.airbnb.com/rooms/40790289,"Halii Kai 16C, Beautiful Ocean View",Waikoloa Beach Resort,https://a0.muscache.com/pictures/prohost-api/Hosting-40790289/original/e04c56d2-196b-4555-bed3-cb08d4fe076d.jpeg,18476866,https://www.airbnb.com/users/show/18476866,Matthew,2014-07-20,"Kailua-Kona, HI","Kona Coast Vacations hosts over 5,400 reservations a year with the help of knowledgeable management, proficient team members and trusted home owners. Open 7 days a week, we strive to help with each visitors’ every need. Sharing Aloha from the first contact whether it is phone or email, we are here to assist by making the booking process as seamless as can be. We pride ourselves on providing hands on assistance whenever it is needed, whether it is reservation details, maintenance issues, or even booking activities! 

Kona Coast Vacations is fortunate to team up with great property owners which is instrumental in providing exceptional homes for our new and returning guests. With over 240 vacation rentals from oceanfront homes, ocean view condos and private estates, we are here for your every need, open seven days a week to take care of our guests and owners. With two locations in Kailua Kona and Mauna Lani we have dedicated specialists in guest services managing reservations, maintenance, and property checks alongside our accounting, support and marketing specialists. We are proud to be Airbnb members since 2001 and now are Superhosts with over 1070 reviews.
We hope to host you Hawaii and help create a memory to last you a lifetime. We are your “’Ohana” (family) on the Big Island of Hawaii, please do not hesitate to utilize our listed resources and book activities thru Kona Concierge.  
",within an hour,100%,92%,t,309.0,"['email', 'phone']",f,$458.00,1,365,4,10,365,365,4.3,365.0,t,9,15,37,205,,1,1,0,2024-12-30,2024-12-30,4.0,5.0,3.0,4.0,5.0,4.0,3.0,t,222,222,0,0
41620956,https://www.airbnb.com/rooms/41620956,Day use camp park + hot water,"The location can’t be beat. You’ll be peacefully tucked away at the back of this one acre property in the heart of Haleiwa, yet so close to everything this quaint surf town has to offer. <br /><br />There are great food trucks steps away. You’re a 12 min. walk to the beach, a 2 min. walk to a grocery store, and short walking distance to all the cute boutiques and great restaurants in Haleiwa. Get the real Hawaii experience!<br /><br />Please note: It gets dark at night. If possible, check-in during daylight. Navigating at night the first time can make check-in difficult.",https://a0.muscache.com/pictures/a0f9e644-4e18-41af-8e61-675ae973e7da.jpg,162428194,https://www.airbnb.com/users/show/162428194,Raven,2017-12-12,"Honolulu, HI","I love to travel and meet people from all around the world. I travel a lot for business using airbnb and love being an airbnb host. 

I am originally from Canada but now call paradise home. I coach new and existing vacation rental owners how to create a successful BADA$$ airbnb! I specialize in interior design and property management. For free airbnb tips & tricks find me on IG @itsravenstarr",within an hour,100%,98%,,50.0,"['email', 'phone']",t,,1,61,1,1,61,61,1.0,61.0,t,0,0,0,0,,31,0,0,2020-01-17,2022-06-29,4.61,4.65,4.39,4.71,4.74,4.77,4.42,f,19,19,0,0
41877750,https://www.airbnb.com/rooms/41877750,Moku Hale By Parrish Kauai - Private Pool,,https://a0.muscache.com/pictures/81798736-bdaf-4d48-8776-4967772bb4d4.jpg,101401250,https://www.airbnb.com/users/show/101401250,Parrish Kauai,2016-10-26,,"Jonathan Parrish, or ""JP"" as he is referred to by friends, family, and colleagues, is actively involved with the day to day activities of The Parrish Collection Kauai.  

My personal goal is to ensure that we are exceeding the expectations of all our guests! 

Explore our unique collections of extraordinary Kauai vacation rentals, then match your style with the largest variety of properties available including the Kauai’s most popular resorts and widest selection of oceanfront homes in Poipu Beach. 

",within an hour,100%,100%,t,296.0,"['email', 'phone']",t,$941.00,1,1125,5,14,18,120,5.5,83.1,t,14,32,59,164,,3,0,0,2021-08-26,2023-08-06,3.67,3.67,4.0,5.0,3.67,5.0,3.67,t,237,237,0,0
43046170,https://www.airbnb.com/rooms/43046170,Maui Resort Rentals: Honua Kai Konea 239,"Honua Kai occupies 38 pristine beachfront acres on the shores of Kaanapali’s North Beach so you’ll literally be just steps away from the tranquility of Maui’s shoreline. Stroll out to the beach to touch your toes in the soft sand or take a refreshing dip in the Pacific. An “Ohana Play Package” including beach chairs, BBQ equipment, and a portable cooler is provided complimentary.",https://a0.muscache.com/pictures/prohost-api/Hosting-43046170/original/16f21d26-e706-4fce-9fbf-d223c8335a20.jpeg,39073224,https://www.airbnb.com/users/show/39073224,Matthew William,2015-07-20,"Hawaii, United States","Maui Resort Rentals provides upscale vacation experiences at a curated collection of resort residences.

Our Kaanapali and Wailea offices are just minutes from Maui's beachfront resorts.

Our Ritz-Carlton and Marriott trained staff are here to serve. Your guest experience is our highest priority. 

As an added benefit, our courtesy shuttle offers free guest transportation to a number of West Maui locations.",within an hour,100%,99%,t,596.0,"['email', 'phone']",t,$604.00,2,180,3,10,180,180,5.5,180.0,t,6,10,26,243,,9,1,0,2020-12-13,2024-12-20,4.44,4.44,4.67,4.33,4.56,5.0,4.33,t,548,540,8,0
43520634,https://www.airbnb.com/rooms/43520634,Royal Aloha 14F Aloha Breeze 1 bed room condo,"Great location in Waikiki. Near Kalakaua, Ala Moana Blvd, and McCully Streets. Close to Beaches, shopping, restaurants. Walk within minutes to beach, park, jog around Ala Wai Canal/Marina/golf course and Ala Moana Beach Park.",https://a0.muscache.com/pictures/91ed2166-979d-4b09-9556-d96a06105bdd.jpg,256774718,https://www.airbnb.com/users/show/256774718,Lisa,2019-04-19,,,within a few hours,94%,88%,f,107.0,"['email', 'phone']",t,$154.00,2,1125,2,2,1125,1125,2.0,1125.0,t,20,50,80,170,,74,9,2,2020-08-22,2025-02-25,4.53,4.68,4.27,4.82,4.69,4.73,4.62,f,91,89,2,0
44324944,https://www.airbnb.com/rooms/44324944,Deluxe Ocean View Condo - Free Parking & Wifi,,https://a0.muscache.com/pictures/prohost-api/Hosting-44324944/original/13a9214c-7813-491f-bd0b-54e9f4bde881.jpeg,196635279,https://www.airbnb.com/users/show/196635279,Koko Resorts,2018-06-19,,"Welcome to Koko Resorts, where we invite you to join our Ohana for a memorable Hawaiian stay. Our clean, affordable suites come in various sizes and prime locations. Our friendly team is dedicated to providing top-notch service and assistance for your comfort. Should you have any special needs or concerns, we're always ready to help. Thank you for choosing us for your Hawaiian escape.",within an hour,95%,99%,f,185.0,"['email', 'phone']",t,$234.00,2,365,2,3,2,365,2.6,153.5,t,8,27,57,253,,8,1,0,2021-04-03,2024-07-19,4.63,4.38,4.13,5.0,3.75,4.88,4.38,t,39,39,0,0
45141764,https://www.airbnb.com/rooms/45141764,Waikoloa Colony Villas 805: Expansive 3 Br 2.5 Ba,"Waikoloa Colony Villas is situated within the exclusive Waikoloa Resort area. Located next to the 10th fairway of the Waikoloa Beach Golf Course, this resort is a golfer’s paradise. The villas offer stunning views of Mauna Kea and Hawaii Island’s notorious lava fields of the surrounding area.<br />Located on the South Kohala coast of the island of Hawaii, the Waikoloa area is rich in ancient Hawaiian history and culture that stand side-by-side with modern full-service resorts. The rugged and undeveloped coastline is lined with scenic valleys, lava fields, and golf courses. Step back in time, by strolling the ancient pathways that lead to petroglyph fields and traditional fishponds, head to the beach to experience the crystal-clear waters of Hapuna Beach State Park or the jet-black shores of Punaluu Beach, or shop and dine at the numerous shops and restaurants in the resort area.",https://a0.muscache.com/pictures/prohost-api/Hosting-45141764/original/6cf95e1f-539e-46a6-bfa5-dc9ca6b4357c.jpeg,132087088,https://www.airbnb.com/users/show/132087088,Maui Condo,2017-05-26,"Hawaii, United States","At Maui Condo and Home, we have served our owners and guests with the same Aloha Spirit for over 30 years. Our business has grown to include properties beyond Maui, on the islands of Oahu, Hawaii, and Kauai. We are excited to continue to serve our owners and guests with our continued sense of Aloha.
Click here to view all  of our listings: www.airbnb.com/p/mauicondo",within an hour,100%,100%,f,557.0,"['email', 'phone']",t,$397.00,1,1125,1,3,3,1125,2.6,288.9,t,0,10,37,298,,23,5,1,2021-07-12,2025-02-23,4.43,4.57,3.78,4.83,4.83,4.87,4.3,t,411,411,0,0
45926379,https://www.airbnb.com/rooms/45926379,KA 403 Remodeled 1BD w Mountain Views Pool AC,,https://a0.muscache.com/pictures/prohost-api/Hosting-45926379/original/1c193748-eee6-4de2-a035-172bfec22176.jpeg,15820446,https://www.airbnb.com/users/show/15820446,Maui Paradise Properties,2014-05-21,"Lahaina, HI","Vacation Rental Management, Property Management, Asset Management, Real Estate Sales and Financial Analysis on  real estate.

We give our pledge to you to make your vacation on Maui as easy and pleasurable as possible. We understand that vacationing with your family and friends is a time for memories, rest, and vital rejuvenation.

We provide the support and peace of mind for your ultimate vacationing experience on Maui.
Link to all our listings:  https://airbnb.com/users/15820446/listings 

We are especially empathetic for our Vacationers.  We are not perfect but we do try hard.  We are all local to Maui and try to represent the Aloha Spirit.

We have discovered for ourselves the pleasure of vacationing in this paradise called: Maui.  All of us came here many years ago, drawn to the mystique and spectacular beauty of the Island. Our satisfaction grows each time we are able to provide that special place our vacationers have worked for and dreamed of for so long. This is truly a marvelous business, and we give thanks each day for this wonderful opportunity.",within an hour,100%,98%,t,351.0,"['email', 'phone']",t,$155.00,5,1125,2,365,1125,1125,6.5,1125.0,t,4,17,35,106,,23,2,0,2021-02-23,2025-01-27,4.43,4.65,4.61,4.91,4.65,4.61,4.26,t,291,291,0,0
46218236,https://www.airbnb.com/rooms/46218236,２１階！ラナイから海が見えるオシャレで綺麗なお部屋。ワイキキの中心。駐車場、ｳｫｯｼｭﾚｯﾄﾄｲﾚ付,,https://a0.muscache.com/pictures/d97ce774-f94c-48c5-9e3e-11011ba19a6e.jpg,221906126,https://www.airbnb.com/users/show/221906126,Lily,2018-10-21,"Honolulu, HI","初めまして、LILYと申します。
このたびは、2018年にスタートした私のお部屋 『ALOHA MY HOME』 にご興味をお持ちいただき、ありがとうございます。

「ハワイに暮らすようにステイしていただく『My home』」 をコンセプトに、お一人おひとりのお客様を大切にお迎えしています。

１泊から泊まれる 「Blue Lagoon（ブルー）」 と 「Coral（ピンク）」、
30泊以上の長期滞在向け 「Pineapple Room」 をご用意しております。

ご予約が確定しましたら、日本ご出発前のハワイ旅行のプランニングから、滞在中のご相談まで、お気軽にお問い合わせください。
（元旅行業に携わっておりましたので、ご希望に応じてツアーのご紹介も可能です！）

皆さまのハワイでの滞在が、心地よく特別なものになるよう、お手伝いできれば幸いです。",within an hour,100%,96%,t,7.0,"['email', 'phone']",t,$120.00,1,30,1,1,1125,1125,1.0,1125.0,t,12,16,26,132,,100,7,0,2020-12-10,2025-01-20,4.83,4.9,4.92,4.9,4.92,4.98,4.82,t,3,3,0,0
46919802,https://www.airbnb.com/rooms/46919802,"15th Floor Condo w/ Lanai, 2 Blocks to Beach!","BEACHES: Kuhio Beach (2 blocks), Kapiolani Park Beach (1.0 miles), Fort DeRussy Beach Park (1.3 miles), Waikiki Beach (1.1 miles), Kahanamoku Beach (1.6 miles), Diamond Head Beach Park (2.9 miles) <br />LOCAL ATTRACTIONS: Sansei Seafood Restaurant & Sushi Bar (0.9 miles), Honolulu Zoo (1.0 miles), Sans Souci State Recreational Park (1.1 miles), Waikiki Aquarium (1.3 miles), Ala Wai Golf Course (1.5 miles), Kapahulu (1.8 miles), Hawai’i Convention Center (1.8 miles), Summit of Diamond Head Crater (2.2 miles), University of Hawai’i at Manoa (2.4 miles) <br />DOWNTOWN HONOLULU (~3.5 miles): Honolulu Museum of Art, Ali’iolani Hale, Kewalo Basin Harbor, Iolani Palace, Foster Botanical Garden, Hawai’i Pacific University, Aloha Tower <br />MEMORIALS: War Memorial Natatorium (1.6 miles), Diamond Head State Monument (2.5 miles), National Memorial Cemetery of the Pacific (4.5 miles), Pearl Harbor National Memorial (12.1 miles) <br />AIRPORT: Daniel K. Inouye International Airport (9.1 miles)",https://a0.muscache.com/pictures/prohost-api/Hosting-46919802/original/26252a96-6592-4f50-a145-7216430d0572.jpeg,151398424,https://www.airbnb.com/users/show/151398424,Evolve,2017-09-20,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",within an hour,100%,99%,f,612.0,"['email', 'phone']",t,$152.00,5,1125,5,7,1125,1125,5.0,1125.0,t,3,14,35,262,,5,1,0,2021-04-06,2024-07-07,4.8,5.0,5.0,4.6,5.0,5.0,4.4,t,214,214,0,0
47312988,https://www.airbnb.com/rooms/47312988,Sweet Little Gem,"All of our units require us to block out a full month for each reservation -<br />So we approve or decline based on the total revenue the owner will receive , determined by the number of guests and number of days reserved -<br />Typically we are looking to net at least half of a normal  monthly rate -<br />Smaller units rent for less than larger and some complexes are less than others.",https://a0.muscache.com/pictures/aea3e549-a5f1-45fe-ae9c-5f2dd6931758.jpg,217269877,https://www.airbnb.com/users/show/217269877,Michael Rodney,2018-09-25,"Kapolei, HI",,within a day,100%,7%,f,19.0,"['email', 'phone']",f,$288.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,230,,3,0,0,2021-02-06,2021-04-01,4.33,5.0,4.67,4.0,5.0,5.0,5.0,f,7,7,0,0
47569611,https://www.airbnb.com/rooms/47569611,KONA COAST RESORT - SPACIOUS 2 BEDROOM APT,,https://a0.muscache.com/pictures/2b31277e-d98f-4bdb-ba4f-5efa0e22fe47.jpg,30922508,https://www.airbnb.com/users/show/30922508,Tania,2015-04-09,"Williamsburg, VA",,within a few hours,97%,64%,t,800.0,"['email', 'phone']",t,,2,365,2,2,365,365,2.0,365.0,t,0,0,0,0,,2,0,0,2023-10-03,2023-10-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,17,13,4,0
47996750,https://www.airbnb.com/rooms/47996750,Napili Shores H-268 -  Views of the blue Pacific,,https://a0.muscache.com/pictures/prohost-api/Hosting-47996750/original/9cb5efdb-66b2-4342-bca8-9e03d89ef3c0.jpeg,136437655,https://www.airbnb.com/users/show/136437655,ITrip Maui,2017-06-22,"Hawaii, United States","iTrip Vacations - Maui offers many Maui home rentals, all beautifully situated on the sparkling beaches of Kaanapali, Napili, Kapalua, Lahaina, Kihei, Wailea and Maalaea. Our Maui home rentals are beachfront style, offering activities like snorkeling, surfing, whale watching, hiking, and relaxing by the beach or pool. Not far from many of our Maui home rentals is Haleakalā National Park, an amazing destination for beautiful views, complete with a visitor center for educational information. Also near all of our Maui home rentals are a number of great shops and delicious restaurants for refueling after a long day at the beach. All of our Maui home rentals offer you all the comforts of home with the addition of luxurious amenities. Book one of iTrip Vacations' many beautiful Maui home rentals today for the trip of a lifetime!",within an hour,90%,100%,f,145.0,"['email', 'phone']",t,$515.00,5,365,3,7,365,365,4.7,365.0,t,3,26,49,159,,2,0,0,2021-08-21,2021-09-30,5.0,4.5,4.0,3.5,5.0,5.0,4.5,t,44,44,0,0
48348552,https://www.airbnb.com/rooms/48348552,Wai'ula'ula J202 - Fairway-Adjacent Home,,https://a0.muscache.com/pictures/prohost-api/Hosting-48348552/original/93f71a38-ab1e-4c65-bc54-13252635b0a1.jpeg,189583753,https://www.airbnb.com/users/show/189583753,Dylan,2018-05-14,"Hawaii, United States","Aloha & welcome to Mauna Kea Residences!  We offer luxurious two to seven-bedroom condos, townhomes, and estates set in the iconic Mauna Kea Resort. Many residences have a private pool, lanai space(s) for outdoor relaxation and panoramic ocean, golf course and mountain views. 

As well guests enjoy exclusive access to two pristine beaches, two award winning golf courses, many restaurants, and the Spa at Mauna Kea Resort. Come experience aloha!",within a few hours,93%,98%,t,122.0,"['email', 'phone']",t,$768.00,1,1125,1,7,5,1125,3.6,422.2,t,14,40,57,274,,0,0,0,,,,,,,,,,t,95,95,0,0
48666181,https://www.airbnb.com/rooms/48666181,Villa 302: King bed! Penthouse Level Ocean View Tu,,https://a0.muscache.com/pictures/prohost-api/Hosting-48666181/original/dcd2c7ea-c6a0-424f-a8cb-e75f92896bf1.jpeg,67947912,https://www.airbnb.com/users/show/67947912,Gina (& Kim),2016-04-19,,,within an hour,97%,100%,t,30.0,"['email', 'phone']",t,$565.00,1,1125,1,9,1,1125,3.0,459.7,t,8,16,30,265,,19,7,0,2021-04-21,2024-12-27,4.89,4.79,4.89,4.74,4.53,4.95,4.26,t,25,25,0,0
48979591,https://www.airbnb.com/rooms/48979591,Beautifully Updated Condo Steps Away from Beach!,,https://a0.muscache.com/pictures/73b996ce-5489-4287-b4e4-fff6440be736.jpg,98486470,https://www.airbnb.com/users/show/98486470,Nick,2016-10-06,"Hawaii, United States",,within an hour,100%,100%,t,8.0,"['email', 'phone']",f,$210.00,2,1125,2,2,1125,1125,2.0,1125.0,t,20,50,80,252,,116,27,2,2021-05-24,2025-03-02,4.86,4.87,4.81,4.98,4.93,4.84,4.71,t,3,3,0,0
49130811,https://www.airbnb.com/rooms/49130811,"Room Near Ala Moana Center, 1 Queen","The Paniolo Bar & Cafe located in the lobby. Café by day, smooth saloon at night, join us at The Paniolo Bar & Cafe for the best libations and unique creations.<br /><br />The Paniolo Bar & Cafe: 7am to 10pm<br />Enjoy Hand-crafted Artisan Coffee and Tea made with Love and Aloha located in the heart of Waikiki’s Upper West Side at the lobby of the Equus Hotel. The Paniolo is a gathering place for hotel guests as well as for other Waikiki visitors, locals, and visitor industry employees who are looking for creative drinks and a relaxed gathering place. The lounge’s design is by Becca Dailey, who has won awards for her work in the hotel. In addition to bar stools sporting saddles, there will be poolside and cabana seating for approximately 30 guests. Kelly Jeffers, well-known for his creative libations as Bar Manager at Mud Hen Water in Kaimuki, serves as Beverage Consultant. With his expertise, the creative concoctions utilize use many local products from Hawaiian distilleries and brewe",https://a0.muscache.com/pictures/989c7414-e2a3-4129-9278-49afc40c6b1b.jpg,195869416,https://www.airbnb.com/users/show/195869416,Paniolo,2018-06-15,"Honolulu, HI",Enjoy the last family owned and operated boutique hotel in Waikiki! ,within an hour,100%,99%,t,9.0,['phone'],t,$148.00,1,365,1,3,999,1125,1.0,1110.3,t,21,41,70,344,,166,10,0,2021-04-26,2025-02-02,4.67,4.73,4.61,4.82,4.77,4.77,4.7,t,7,0,7,0
49489638,https://www.airbnb.com/rooms/49489638,1 Bedroom Suite on Kauai's Royal Coconut Coast,,https://a0.muscache.com/pictures/miso/Hosting-40808236/original/602bb691-ac2f-465e-99f0-da270ae1e87a.jpeg,20704144,https://www.airbnb.com/users/show/20704144,William,2014-08-29,"San Diego, CA","A Husband, Tennis coach and Entrepreneur that loves to travel!",within an hour,98%,65%,t,928.0,"['email', 'phone', 'work_email']",t,$183.00,2,1125,2,2,1125,1125,2.0,1125.0,t,5,5,5,5,,59,6,0,2021-05-15,2024-12-26,4.95,4.93,4.95,4.88,4.92,4.9,4.88,f,109,108,1,0
49751757,https://www.airbnb.com/rooms/49751757,Marriott's Ko Olina Beach Club - 2BR Ocean View!,"Pamper yourself in a villa surrounded by clear blue waters and a picturesque lagoon at Marriott's Ko Olina Beach Club. Just steps from the ocean on the island of Oahu, our resort is nestled within a beautifully landscaped, gated community - yet is only half an hour from the excitement of Honolulu. Soak up the sun by one of our three outdoor pools, work out in our state-of-the-art fitness center or indulge in a treatment at our resort's tranquil on-site spa. Make sure to sample the tasty cuisine at our restaurants or venture outside of the resort to explore Oahu's many attractions",https://a0.muscache.com/pictures/miso/Hosting-49751757/original/2d70cd03-f56e-4897-87a5-26a40988feb8.png,398927665,https://www.airbnb.com/users/show/398927665,Eich,2021-04-27,,,within an hour,100%,48%,t,92.0,"['email', 'phone']",t,$22.00,5,7,5,5,7,7,5.0,7.0,t,0,0,0,14,,11,3,0,2021-05-29,2024-06-14,4.91,4.82,4.91,5.0,4.91,4.73,4.82,f,36,36,0,0
50090973,https://www.airbnb.com/rooms/50090973,Grand Champions 105 I Spacious 3bd on Golf Course,,https://a0.muscache.com/pictures/prohost-api/Hosting-50090973/original/53d49bfc-c71e-463d-9ef2-f377bf7e0e75.jpeg,116742716,https://www.airbnb.com/users/show/116742716,Robert - Hawaii Life Vacations,2017-02-16,"Wailea-Makena, HI","I live on the island of Maui with my family. Originally from Las Vegas, NV, I moved here 11 years ago and love sharing my passion for the island lifestyle. I am a licensed Real Estate Broker with Hawaii Life Real Estate Brokers and am the full time property manager for this wonderful condo. I work with my wife and assistant Kristin to ensure our guests have a truly unforgettable Maui experience.",within an hour,100%,100%,t,29.0,"['email', 'phone']",t,$521.00,1,1125,1,12,4,1125,3.5,400.1,t,4,4,4,4,,103,30,4,2021-07-29,2025-03-06,4.91,4.91,4.89,4.89,4.97,4.97,4.84,t,19,19,0,0
